raw_text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
"얘는 왜 이리 고고한 학이냐…
너도 PER 높잖아 왜 이래",얘는 왜 이리 고고한 학이냐 너도 PER 높잖아 왜 이래,얘는 왜 이리 고고한 학이냐 너도 PER 높잖아 왜 이래,2024-08-02T17:32:33+09:00,0.073,0.8515,0.0756,1
또.추매,또추매,또.추매,2024-02-09T23:38:03+09:00,0.8521,0.1055,0.0424,0
애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해,애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해,애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해 애플아 사랑해,2023-06-22T23:17:44+09:00,0.0367,0.927,0.0363,1
지리노 애플 ㄸ,지리노 애플,지리노 애플 ㄸ,2024-07-10T22:42:18+09:00,0.0378,0.9209,0.0413,1
"@[애플](US19801212001) 
진입각이 지금일까…",애플US19801212001 진입각이 지금일까,애플US19801212001 진입각이 지금일까,2025-01-31T15:22:07+09:00,0.0964,0.7784,0.1252,1
평단 172 싸게 산건가요?,평단 172 싸게 산건가요,평단 172 싸게 산건가요?,2024-03-25T16:35:24+09:00,0.0298,0.9183,0.0519,1
이제 무섭다 진짜,이제 무섭다 진짜,이제 무섭다 진짜,2023-07-03T10:40:28+09:00,0.0245,0.9547,0.0209,1
"•애플, 지난 10년간 자사주 매입 규모 7163억 달러.

•미국 기업 중 최대 규모, 다른 기업 대비 2배 이상.

•역대 최대 자사주 매입 기록 6개 중 6개 애플 소유.

•2024년 1100억 달러 매입으로 새로운 기록 경신.",애플 지난 10년간 자사주 매입 규모 7163억 달러 미국 기업 중 최대 규모 다른 기업 대비 2배 이상 역대 최대 자사주 매입 기록 6개 중 6개 애플 소유 2024년 1100억 달러 매입으로 새로운 기록 경신,"애플, 지난 10년간 자사주 매입 규모 7163억 달러. 미국 기업 중 최대 규모, 다른 기업 대비 2배 이상. 역대 최대 자사주 매입 기록 6개 중 6개 애플 소유. 2024년 1100억 달러 매입으로 새로운 기록 경신.",2025-03-19T22:45:55+09:00,0.1732,0.3949,0.432,2
탈출?,탈출,탈출?,2024-06-11T03:26:55+09:00,0.2013,0.6891,0.1096,1
내려갈 때마다 계속 추매,내려갈 때마다 계속 추매,내려갈 때마다 계속 추매,2023-05-25T00:41:46+09:00,0.8475,0.0925,0.06,0
애플한테2조...면...라면값아닌가...,애플한테2조면라면값아닌가,애플한테2조...면...라면값아닌가...,2024-03-04T23:20:36+09:00,0.0373,0.9341,0.0286,1
ㅎㅎ,,ㅎㅎ,2024-01-11T10:35:40+09:00,0.0185,0.9618,0.0197,1
나중에 다시보자.,나중에 다시보자,나중에 다시보자.,2024-05-03T12:24:21+09:00,0.0235,0.9441,0.0324,1
자체 ai 만든다네요,자체 ai 만든다네요,자체 ai 만든다네요,2023-07-20T01:05:38+09:00,0.0413,0.912,0.0467,1
"어디까지 떨어진다고 보시나요
지금 반등일지 아님 다시 떨굴지를 모르겠넹..",어디까지 떨어진다고 보시나요 지금 반등일지 아님 다시 떨굴지를 모르겠넹,어디까지 떨어진다고 보시나요 지금 반등일지 아님 다시 떨굴지를 모르겠넹..,2025-01-17T01:15:28+09:00,0.5365,0.183,0.2805,0
테슬라 간다 같이 가자~,테슬라 간다 같이 가자,테슬라 간다 같이 가자,2024-01-16T23:59:57+09:00,0.0778,0.2584,0.6638,2
애플 유저. 맥북 바꾸고 싶다.,애플 유저 맥북 바꾸고 싶다,애플 유저. 맥북 바꾸고 싶다.,2024-10-18T22:56:31+09:00,0.0802,0.7827,0.1372,1
"물린건가요?ㅜㅜ
계속 곤두박질
기다리면 오르겠지요",물린건가요 계속 곤두박질 기다리면 오르겠지요,물린건가요?ㅜㅜ 계속 곤두박질 기다리면 오르겠지요,2023-06-06T16:14:06+09:00,0.2201,0.2629,0.5169,2
"우측 상단으로 갈 수록 웨어러블 정확도가 정확한 것인데
애플워치7과 울트라가 가장 높네요
가민이 닦이는 건 충격이긴한데
웨어러블 분야에 대한 센서도 그렇고 매우 기대 이상의 값을 보여줍니다.
추후 9과 울트라2도 기대가 크면서 비젼 프로에도 많은 센서가 들어가있을텐데 좋은 소식이 들리면 좋겠네요",우측 상단으로 갈 수록 웨어러블 정확도가 정확한 것인데 애플워치7과 울트라가 가장 높네요 가민이 닦이는 건 충격이긴한데 웨어러블 분야에 대한 센서도 그렇고 매우 기대 이상의 값을 보여줍니다 추후 9과 울트라2도 기대가 크면서 비젼 프로에도 많은 센서가 들어가있을텐데 좋은 소식이 들리면 좋겠네요,우측 상단으로 갈 수록 웨어러블 정확도가 정확한 것인데 애플워치7과 울트라가 가장 높네요 가민이 닦이는 건 충격이긴한데 웨어러블 분야에 대한 센서도 그렇고 매우 기대 이상의 값을 보여줍니다. 추후 9과 울트라2도 기대가 크면서 비젼 프로에도 많은 센서가 들어가있을텐데 좋은 소식이 들리면 좋겠네요,2023-08-22T23:52:01+09:00,0.1289,0.396,0.4752,2
분할매도,분할매도,분할매도,2024-05-04T01:13:12+09:00,0.215,0.6172,0.1678,1
소소하게 팔고갑니다,소소하게 팔고갑니다,소소하게 팔고갑니다,2023-07-19T23:23:19+09:00,0.1987,0.233,0.5683,2
"[Close]
* 05/07 : 251,676 (30) Buy
* 05/08 : 251,889 (60) Buy
* 06/11 : 284,116 (90) Sell
- Stock Turn 05/06 -> 06/11 확인
1Turn 정리, Volume Flow 재 확인 이후 재진입 

• 5년 기준 Apple In Stock History 
- 2018 : $1000억 133조 자사주 매입 
> 5년 기준 2019~2024 (330% Stock Up)
- 2021 : $900억 110조 자사주 매입
- 2022 : $910억 120조 자사주 매입
- 2023 : $900억 120조 자사주 매입
- 2024/05 : $1100억 150조 자사주 매입",Close 0507 251676 30 Buy 0508 251889 60 Buy 0611 284116 90 Sell Stock Turn 0506 0611 확인 1Turn 정리 Volume Flow 재 확인 이후 재진입 5년 기준 Apple In Stock History 2018 1000억 133조 자사주 매입 5년 기준 20192024 330 Stock Up 2021 900억 110조 자사주 매입 2022 910억 120조 자사주 매입 2023 900억 120조 자사주 매입 202405 1100억 150조 자사주 매입,"Close 0507 251,676 30 Buy 0508 251,889 60 Buy 0611 284,116 90 Sell Stock Turn 0506 0611 확인 1Turn 정리, Volume Flow 재 확인 이후 재진입 5년 기준 Apple In Stock History 2018 1000억 133조 자사주 매입 5년 기준 20192024 330 Stock Up 2021 900억 110조 자사주 매입 2022 910억 120조 자사주 매입 2023 900억 120조 자사주 매입 202405 1100억 150조 자사주 매입",2024-06-12T08:17:10+09:00,0.0847,0.7523,0.163,1
"돈이 필요해서 조금 일찍 팔아요! 
다들 좋은 수익 나기를 🙏🏻
돈 다시 생기면 조금씩 모을게요 :)",돈이 필요해서 조금 일찍 팔아요 다들 좋은 수익 나기를 돈 다시 생기면 조금씩 모을게요,돈이 필요해서 조금 일찍 팔아요! 다들 좋은 수익 나기를 돈 다시 생기면 조금씩 모을게요,2023-10-31T00:09:08+09:00,0.1471,0.3418,0.5111,2
테슬라로  갈아타야하나  요 며칠   사과 장난  많이 치네,테슬라로 갈아타야하나 요 며칠 사과 장난 많이 치네,테슬라로 갈아타야하나 요 며칠 사과 장난 많이 치네,2023-06-14T08:15:12+09:00,0.1453,0.6917,0.1631,1
정말 잘 익은 사과가 여기 있었네요 ㅋ,정말 잘 익은 사과가 여기 있었네요,정말 잘 익은 사과가 여기 있었네요 ㅋ,2023-06-01T23:17:19+09:00,0.0735,0.8054,0.1211,1
애플 떡락할 때 개잡주라던 놈들 어디갔노 ㅋㅋㅋㅋㅋㅋㅋ 아직도 사과를 못믿냐,애플 떡락할 때 개잡주라던 놈들 어디갔노 아직도 사과를 못믿냐,애플 떡락할 때 개잡주라던 놈들 어디갔노 ㅋㅋㅋㅋㅋㅋㅋ 아직도 사과를 못믿냐,2025-01-28T23:52:18+09:00,0.5548,0.1966,0.2486,0
#애플,애플,애플,2025-01-31T12:23:51+09:00,0.0208,0.9584,0.0208,1
애플 무주💕💕💕,애플 무주,애플 무주,2023-10-10T11:42:21+09:00,0.0767,0.8632,0.0601,1
"전세계 모든 고학력 고소득자들은 전부 애플 제품만 씀
(자칭) 경쟁사들은 10만원 내외 초 싼마이 라인업만 불티나게 팔리는데 혼자서 100만원대 제품 1년에 2억 5천만대씩 팔아재낌",전세계 모든 고학력 고소득자들은 전부 애플 제품만 씀 자칭 경쟁사들은 10만원 내외 초 싼마이 라인업만 불티나게 팔리는데 혼자서 100만원대 제품 1년에 2억 5천만대씩 팔아재낌,전세계 모든 고학력 고소득자들은 전부 애플 제품만 씀 자칭 경쟁사들은 10만원 내외 초 싼마이 라인업만 불티나게 팔리는데 혼자서 100만원대 제품 1년에 2억 5천만대씩 팔아재낌,2025-03-04T22:26:12+09:00,0.1297,0.6279,0.2424,1
입장해봅니다,입장해봅니다,입장해봅니다,2024-03-27T11:47:39+09:00,0.0264,0.9399,0.0337,1
영차..,영차,영차..,2024-03-15T23:49:51+09:00,0.0577,0.8842,0.0581,1
다시 진입합니다,다시 진입합니다,다시 진입합니다,2025-01-16T16:34:34+09:00,0.0568,0.7619,0.1813,1
1000원구매 엄추기 어디서 어떻게 하나요,1000원구매 엄추기 어디서 어떻게 하나요,1000원구매 엄추기 어디서 어떻게 하나요,2024-03-01T19:23:06+09:00,0.0954,0.828,0.0766,1
"애플 화이팅 
출근 준비! ☕️ 🍞",애플 화이팅 출근 준비,애플 화이팅 출근 준비!,2024-03-22T05:04:22+09:00,0.0394,0.8688,0.0917,1
"이젠 100사도 4주도 안되네 
휴 열일해서 얼른 더 모아야지!!",이젠 100사도 4주도 안되네 휴 열일해서 얼른 더 모아야지,이젠 100사도 4주도 안되네 휴 열일해서 얼른 더 모아야지!!,2023-07-27T23:21:16+09:00,0.0836,0.738,0.1785,1
5% 어디갔냐,5 어디갔냐,5 어디갔냐,2024-05-07T22:24:22+09:00,0.0283,0.9412,0.0305,1
추가매수 망설이다가 삽니다,추가매수 망설이다가 삽니다,추가매수 망설이다가 삽니다,2024-07-11T10:14:39+09:00,0.3805,0.163,0.4565,2
"2023년 으로 회기 했네 ㅎㅎ
언젠간 어쩔수 없이 오르겠지만
중국 폰이 따라오고 있고 어이폰 의 특별함을 버린다면 앞으로 어찌 될찌..",2023년 으로 회기 했네 언젠간 어쩔수 없이 오르겠지만 중국 폰이 따라오고 있고 어이폰 의 특별함을 버린다면 앞으로 어찌 될찌,2023년 으로 회기 했네 ㅎㅎ 언젠간 어쩔수 없이 오르겠지만 중국 폰이 따라오고 있고 어이폰 의 특별함을 버린다면 앞으로 어찌 될찌..,2024-03-06T16:15:22+09:00,0.2039,0.329,0.4671,2
"-300. ㅜㅜ;;
잠이나 자야겠네요~",300 잠이나 자야겠네요,300. ㅜㅜ 잠이나 자야겠네요,2024-01-06T04:25:23+09:00,0.0293,0.9384,0.0323,1
데이장 왜 열렸지,데이장 왜 열렸지,데이장 왜 열렸지,2024-08-20T09:02:38+09:00,0.1081,0.829,0.0629,1
"우리나라 기준 새벽 5시에 
캐나다 총리랑도
트럼프가 통화한다고 하니 결과가 중요하겠네요 ㅎㅎ",우리나라 기준 새벽 5시에 캐나다 총리랑도 트럼프가 통화한다고 하니 결과가 중요하겠네요,우리나라 기준 새벽 5시에 캐나다 총리랑도 트럼프가 통화한다고 하니 결과가 중요하겠네요 ㅎㅎ,2025-02-04T00:33:31+09:00,0.0583,0.8546,0.0871,1
매직키보드 가격이....,매직키보드 가격이,매직키보드 가격이....,2024-05-07T23:37:04+09:00,0.0501,0.8929,0.0569,1
황금사과 익어가는중💛,황금사과 익어가는중,황금사과 익어가는중,2023-06-02T09:08:51+09:00,0.0836,0.738,0.1784,1
화이팅,화이팅,화이팅,2024-04-29T15:59:32+09:00,0.0302,0.8811,0.0887,1
그냥,그냥,그냥,2024-01-11T19:23:02+09:00,0.022,0.9589,0.0191,1
"애플 는 떨어지면 두꺼비 처럼 호로록  사버리는게 답이야 
미국 을대표하는 회사가.?애플이면
 그냥 애플이 답...!!
이번 4년 동안 는 그냥 푹 ~~진국이다 흡수가될때까디  묵혀둬야지 
 국내주식 도안봄  4년후에 뵙요",애플 는 떨어지면 두꺼비 처럼 호로록 사버리는게 답이야 미국 을대표하는 회사가애플이면 그냥 애플이 답 이번 4년 동안 는 그냥 푹 진국이다 흡수가될때까디 묵혀둬야지 국내주식 도안봄 4년후에 뵙요,애플 는 떨어지면 두꺼비 처럼 호로록 사버리는게 답이야 미국 을대표하는 회사가.?애플이면 그냥 애플이 답...!! 이번 4년 동안 는 그냥 푹 진국이다 흡수가될때까디 묵혀둬야지 국내주식 도안봄 4년후에 뵙요,2025-03-04T14:01:43+09:00,0.2148,0.51,0.2752,1
..?,,..?,2024-07-17T22:32:30+09:00,0.0157,0.9703,0.014,1
아몰랑 돔황쳐,아몰랑 돔황쳐,아몰랑 돔황쳐,2023-10-13T00:03:15+09:00,0.1176,0.7319,0.1505,1
드가자~,드가자,드가자,2024-05-07T21:24:49+09:00,0.0921,0.1754,0.7325,2
그래도 많이올라왔다 장하다ㅠ,그래도 많이올라왔다 장하다,그래도 많이올라왔다 장하다ㅠ,2025-01-23T22:10:32+09:00,0.0761,0.2195,0.7045,2
앱블..,앱블,앱블..,2025-02-07T01:40:13+09:00,0.044,0.9114,0.0446,1
주린이 또 올께용,주린이 또 올께용,주린이 또 올께용,2024-05-03T06:52:04+09:00,0.0395,0.9158,0.0447,1
"그저 킹플 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
결국엔 애플이야?",그저 킹플 결국엔 애플이야,그저 킹플 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 결국엔 애플이야?,2024-08-02T22:55:42+09:00,0.0285,0.9334,0.0381,1
176에 손절 해야겠당,176에 손절 해야겠당,176에 손절 해야겠당,2024-03-18T18:54:44+09:00,0.0983,0.8291,0.0726,1
와이라노((좋은상태임)),와이라노좋은상태임,와이라노좋은상태임,2024-06-26T22:34:02+09:00,0.0533,0.8784,0.0683,1
얍,얍,얍,2024-07-23T23:25:31+09:00,0.0193,0.9536,0.0271,1
버핏형님이 추매했는데 올라야지 사과야!,버핏형님이 추매했는데 올라야지 사과야,버핏형님이 추매했는데 올라야지 사과야!,2023-05-22T22:01:54+09:00,0.7842,0.1026,0.1131,0
돔황차~~,돔황차,돔황차,2024-06-11T02:17:06+09:00,0.2509,0.3936,0.3555,1
"3년 전부터 쭈욱 장투.

무지성으로 매일 구매.

나한텐 이게 답 같음.",3년 전부터 쭈욱 장투 무지성으로 매일 구매 나한텐 이게 답 같음,3년 전부터 쭈욱 장투. 무지성으로 매일 구매. 나한텐 이게 답 같음.,2024-05-20T19:54:22+09:00,0.2762,0.4001,0.3238,1
감사감사요,감사감사요,감사감사요,2023-09-08T21:34:44+09:00,0.0221,0.9336,0.0443,1
"번개탄 구매했습니다
쓸 일이 없으면 좋겠네요",번개탄 구매했습니다 쓸 일이 없으면 좋겠네요,번개탄 구매했습니다 쓸 일이 없으면 좋겠네요,2024-03-05T18:37:12+09:00,0.0625,0.8137,0.1238,1
지구 뿌시고 있네 ㅋㅋㅋ,지구 뿌시고 있네,지구 뿌시고 있네 ㅋㅋㅋ,2024-06-13T01:15:09+09:00,0.0654,0.8793,0.0553,1
얜 왜 이래요???? 하락원인이 뭐임??? 중국 관세 문제가 해소되어야 올라가나요???,얜 왜 이래요 하락원인이 뭐임 중국 관세 문제가 해소되어야 올라가나요,얜 왜 이래요???? 하락원인이 뭐임??? 중국 관세 문제가 해소되어야 올라가나요???,2025-02-04T01:48:41+09:00,0.3614,0.3448,0.2938,0
하하,하하,하하,2024-06-11T23:31:16+09:00,0.0221,0.9528,0.0251,1
무섭게 왜이렇게 오른디요??,무섭게 왜이렇게 오른디요,무섭게 왜이렇게 오른디요??,2023-05-05T22:32:37+09:00,0.1379,0.4785,0.3837,1
이걸 팔아 말아,이걸 팔아 말아,이걸 팔아 말아,2024-03-26T07:24:38+09:00,0.0695,0.8858,0.0447,1
조금손해보구 턴게 신의 한수였네ㅡㅡㅋ,조금손해보구 턴게 신의 한수였네,조금손해보구 턴게 신의 한수였네ㅡㅡㅋ,2024-04-20T09:11:13+09:00,0.0815,0.7933,0.1253,1
웬일이야,웬일이야,웬일이야,2024-06-11T23:47:18+09:00,0.0338,0.9416,0.0245,1
아 ㅅl바ㄹ 어제 추매 할껄,아 l바 어제 추매 할껄,아 ㅅl바ㄹ 어제 추매 할껄,2024-07-11T05:51:13+09:00,0.846,0.1093,0.0447,0
"달러는 아직 멀었지만 원화는 평단 가까이왔다
제발로 ㅠㅠㅠㅠㅠㅠ",달러는 아직 멀었지만 원화는 평단 가까이왔다 제발로,달러는 아직 멀었지만 원화는 평단 가까이왔다 제발로 ㅠㅠㅠㅠㅠㅠ,2023-10-12T11:09:34+09:00,0.1587,0.523,0.3183,1
^_^,,_,2023-09-09T17:07:50+09:00,0.0175,0.9664,0.0161,1
파란불 뜨면 무지성 추매추매,파란불 뜨면 무지성 추매추매,파란불 뜨면 무지성 추매추매,2024-01-08T23:41:35+09:00,0.8596,0.0791,0.0613,0
개잡주 드립 나오는걸 보니 매수해야겠어요,개잡주 드립 나오는걸 보니 매수해야겠어요,개잡주 드립 나오는걸 보니 매수해야겠어요,2023-10-27T21:22:29+09:00,0.4216,0.2112,0.3672,0
오늘 뛰는겁니까~?,오늘 뛰는겁니까,오늘 뛰는겁니까?,2023-06-29T11:05:36+09:00,0.0389,0.9128,0.0483,1
장투 시작해봅니다,장투 시작해봅니다,장투 시작해봅니다,2023-11-14T23:16:13+09:00,0.2684,0.3517,0.3799,2
너무 가네,너무 가네,너무 가네,2024-06-18T23:00:32+09:00,0.0559,0.846,0.0981,1
썩럭시썩시노스 써보면 애플만한게 없어보임,썩럭시썩시노스 써보면 애플만한게 없어보임,썩럭시썩시노스 써보면 애플만한게 없어보임,2025-01-23T00:27:09+09:00,0.1253,0.7735,0.1012,1
이놈 이거 바겐세일하네,이놈 이거 바겐세일하네,이놈 이거 바겐세일하네,2024-03-29T00:04:00+09:00,0.3957,0.3607,0.2435,0
ㅇㄹ,,ㅇㄹ,2024-05-13T18:56:21+09:00,0.0206,0.9649,0.0146,1
애플이 혁신이 없던지가 몇년인데 아직도 혁신 타령이고 ㅋㅋ 애플은 이미 혁신에 거리가 멀다고 애플이 오르는건충성고객들 때문이 크지,애플이 혁신이 없던지가 몇년인데 아직도 혁신 타령이고 애플은 이미 혁신에 거리가 멀다고 애플이 오르는건충성고객들 때문이 크지,애플이 혁신이 없던지가 몇년인데 아직도 혁신 타령이고 ㅋㅋ 애플은 이미 혁신에 거리가 멀다고 애플이 오르는건충성고객들 때문이 크지,2024-01-16T23:35:38+09:00,0.174,0.5339,0.2921,1
"바로 마이너스네요ㅋ
그래도 애플 믿고 갑니다",바로 마이너스네요 그래도 애플 믿고 갑니다,바로 마이너스네요ㅋ 그래도 애플 믿고 갑니다,2024-02-05T22:27:19+09:00,0.0698,0.7742,0.156,1
오를듯,오를듯,오를듯,2024-01-04T10:26:29+09:00,0.1147,0.3635,0.5218,2
잇섭 영상보는데 역시 애플은 애플이네 개이뻐,잇섭 영상보는데 역시 애플은 애플이네 개이뻐,잇섭 영상보는데 역시 애플은 애플이네 개이뻐,2023-09-13T19:29:46+09:00,0.0568,0.8828,0.0603,1
줄먹할껄...,줄먹할껄,줄먹할껄...,2025-01-31T23:52:53+09:00,0.0356,0.9409,0.0235,1
고수님들의 조언부탁합니다~^^,고수님들의 조언부탁합니다,고수님들의 조언부탁합니다,2025-01-23T16:10:35+09:00,0.0875,0.7102,0.2023,1
더 오를 거자나요..,더 오를 거자나요,더 오를 거자나요..,2023-05-03T14:15:22+09:00,0.0799,0.7206,0.1996,1
본주만하나요 왜,본주만하나요 왜,본주만하나요 왜,2024-04-30T00:42:46+09:00,0.0635,0.8965,0.0399,1
당신은 신입니까?,당신은 신입니까,당신은 신입니까?,2024-12-21T02:06:54+09:00,0.0236,0.9595,0.0168,1
"최악이다… 진짜 쓸때 없네 화면에서 확대축소하는게
훨 낫지…",최악이다 진짜 쓸때 없네 화면에서 확대축소하는게 훨 낫지,최악이다 진짜 쓸때 없네 화면에서 확대축소하는게 훨 낫지,2024-09-10T03:01:28+09:00,0.1081,0.7618,0.1301,1
한 개만 더 사야겟당,한 개만 더 사야겟당,한 개만 더 사야겟당,2023-08-16T01:26:31+09:00,0.0221,0.9383,0.0396,1
모르것다,모르것다,모르것다,2024-08-02T05:31:16+09:00,0.0184,0.9648,0.0169,1
"아이폰 15
9월 13일 발표",아이폰 15 9월 13일 발표,아이폰 15 9월 13일 발표,2023-08-04T16:51:26+09:00,0.0332,0.9411,0.0256,1
Open Ai 와 콜라보 가즈아!,Open Ai 와 콜라보 가즈아,Open Ai 와 콜라보 가즈아!,2024-07-03T08:42:44+09:00,0.0595,0.5636,0.3769,1
🥳🥳,,,2024-01-19T13:33:10+09:00,0.0193,0.9635,0.0171,1
어제는 사과 욕이 많았는데 오늘은 칭찬이 많네요,어제는 사과 욕이 많았는데 오늘은 칭찬이 많네요,어제는 사과 욕이 많았는데 오늘은 칭찬이 많네요,2024-08-08T00:09:14+09:00,0.0865,0.7863,0.1272,1
감사합니다감사합니다,감사합니다감사합니다,감사합니다감사합니다,2024-06-12T23:28:06+09:00,0.0257,0.8692,0.1051,1
뒤지네 진짜 ㄷㄷ..,뒤지네 진짜,뒤지네 진짜 ㄷㄷ..,2024-06-12T20:56:48+09:00,0.0269,0.9496,0.0236,1
돈벌려고,돈벌려고,돈벌려고,2023-08-08T15:38:12+09:00,0.0692,0.8833,0.0475,1
젠장ㅡㅡ,젠장,젠장ㅡㅡ,2023-09-12T22:03:37+09:00,0.0303,0.9298,0.0399,1
역시 애플 ❤️❤️❤️❤️,역시 애플,역시 애플,2024-05-22T09:06:03+09:00,0.0158,0.9602,0.024,1
"애플과 대우는 늘 한결같은 가족입니다.
반도체의 상징! 애플!",애플과 대우는 늘 한결같은 가족입니다 반도체의 상징 애플,애플과 대우는 늘 한결같은 가족입니다. 반도체의 상징! 애플!,2023-04-14T22:03:57+09:00,0.0342,0.8673,0.0985,1
가보자 한번,가보자 한번,가보자 한번,2024-06-11T23:12:11+09:00,0.0954,0.2237,0.6809,2
애플이니까! 매일 모아갑니당!,애플이니까 매일 모아갑니당,애플이니까! 매일 모아갑니당!,2025-03-19T11:32:23+09:00,0.0242,0.9343,0.0415,1
그래..  좀 둔화돼서 떨어져라. 너무 오르니 불안하잖아. 내렸다가 다시 오르든가.,그래 좀 둔화돼서 떨어져라 너무 오르니 불안하잖아 내렸다가 다시 오르든가,그래.. 좀 둔화돼서 떨어져라. 너무 오르니 불안하잖아. 내렸다가 다시 오르든가.,2023-06-13T21:03:28+09:00,0.3352,0.1864,0.4783,2
딱 200$만 가자!!!!! 제발~~~~~🙏🙏🙏🙏📈📈📈📈📈,딱 200만 가자 제발,딱 200만 가자!!!!! 제발,2024-04-12T17:54:32+09:00,0.0666,0.6443,0.2891,1
조정 크게 와야 진입할텐데 너무 튼튼하네,조정 크게 와야 진입할텐데 너무 튼튼하네,조정 크게 와야 진입할텐데 너무 튼튼하네,2023-07-25T19:01:08+09:00,0.3237,0.3436,0.3327,1
"방어력좋은건 얘밖에 없네,...",방어력좋은건 얘밖에 없네,"방어력좋은건 얘밖에 없네,...",2023-09-26T00:01:44+09:00,0.0679,0.7918,0.1404,1
고점돌파!!!!,고점돌파,고점돌파!!!!,2024-07-03T04:55:22+09:00,0.1906,0.141,0.6684,2
여긴 조문객도 없네,여긴 조문객도 없네,여긴 조문객도 없네,2024-03-08T10:19:43+09:00,0.0523,0.8923,0.0554,1
와.... 어디까지 가냐 너..... 살랴줘,와 어디까지 가냐 너 살랴줘,와.... 어디까지 가냐 너..... 살랴줘,2024-07-24T23:51:15+09:00,0.0308,0.93,0.0392,1
돈 들어오면 무조건 산다,돈 들어오면 무조건 산다,돈 들어오면 무조건 산다,2024-06-11T11:00:01+09:00,0.0311,0.922,0.0469,1
"소송건 수사건 어쩌고 해도 애플인데 우짜겠노..
그놈의 판검사 외 조사관 애들도 아이폰 갖고 있을 놈들인데...
이딴 조정은 암것도 아니다.
중국의 매출저하의 타격도 그리 뭐...
위 아더 월드인 사과.....",소송건 수사건 어쩌고 해도 애플인데 우짜겠노 그놈의 판검사 외 조사관 애들도 아이폰 갖고 있을 놈들인데 이딴 조정은 암것도 아니다 중국의 매출저하의 타격도 그리 뭐 위 아더 월드인 사과,소송건 수사건 어쩌고 해도 애플인데 우짜겠노.. 그놈의 판검사 외 조사관 애들도 아이폰 갖고 있을 놈들인데... 이딴 조정은 암것도 아니다. 중국의 매출저하의 타격도 그리 뭐... 위 아더 월드인 사과.....,2024-03-22T16:23:26+09:00,0.2727,0.4947,0.2326,1
1,1,1,2024-05-23T01:59:29+09:00,0.0165,0.9648,0.0187,1
아 안돼 더 떨어져 아직 더 사야한다고,아 안돼 더 떨어져 아직 더 사야한다고,아 안돼 더 떨어져 아직 더 사야한다고,2024-03-25T22:50:40+09:00,0.1882,0.5158,0.296,1
애플 더 오를까요? 그냥 정리하고 싶은데 쭉 가져가야 될지 고민입니다,애플 더 오를까요 그냥 정리하고 싶은데 쭉 가져가야 될지 고민입니다,애플 더 오를까요? 그냥 정리하고 싶은데 쭉 가져가야 될지 고민입니다,2024-05-08T17:22:59+09:00,0.165,0.6459,0.1891,1
조만간 또올게요 😢,조만간 또올게요,조만간 또올게요,2025-02-25T02:52:57+09:00,0.0298,0.9338,0.0364,1
^~^,,,2024-04-07T00:42:11+09:00,0.0193,0.9635,0.0171,1
애플개잡주,애플개잡주,애플개잡주,2023-08-24T23:11:29+09:00,0.138,0.7961,0.0659,1
"평단 192불. 언제 빨간색 될까...ㅠㅠ
지금이라도 팔아버리고 엔비디아 품으로 가는게 맞을까요",평단 192불 언제 빨간색 될까 지금이라도 팔아버리고 엔비디아 품으로 가는게 맞을까요,평단 192불. 언제 빨간색 될까...ㅠㅠ 지금이라도 팔아버리고 엔비디아 품으로 가는게 맞을까요,2024-04-12T11:11:26+09:00,0.1956,0.5838,0.2205,1
